序號,股票代號,CB代號,名稱,信用評等,擔保,發行規模,轉換價格,發行年期,詢圈競拍,發行券商,產業分類,產業地位,股本大小,發行價格,到期還本價格,訂價溢價率,掛牌日期,到期日期,掛牌最高,掛牌最低
1264,5009,50095,榮剛五,0,,4.0,26.7,3.0,詢圈,,鋼鐵工業,全球前十大合金棒鋼廠,,,,,2011-01-17,2014/01/17,145.0,98.7
1265,5009,50096,榮剛六,5,無擔保,30.0,33.9,3.0,詢圈,兆豐證券,鋼鐵工業,全球前十大合金棒鋼廠,53.0,101.0,101.5075,1.06,2022-08-15,2025/08/15,186.0,97.0
1266,5009,50097,榮剛七,5,無擔保,50.0,59.2,3.0,詢圈,凱基證券,鋼鐵工業,全球前十大合金棒鋼廠,53.0,100.5,101.51,1.1,2023-07-31,2026/07/31,119.7,97.45
1267,5011,50111,久陽一,新光銀行擔,有擔保,1.0,35.4,3.0,詢圈,兆豐證券,鋼鐵工業,台鋼集團旗下螺絲大廠,10.0,,,1.01,2011-07-13,2014/07/03,118.0,98.0
1268,5011,50112,久陽二,安泰銀,有擔保,1.0,20.0,3.0,詢圈,兆豐證券,鋼鐵工業,台鋼集團旗下螺絲大廠,10.0,100.0,101.51,1.0724,2019-06-17,2022/06/17,253.0,101.0
1269,5011,50113,久陽三,7,無擔保,2.0,20.0,3.0,詢圈,兆豐證券,鋼鐵工業,台鋼集團旗下螺絲大廠,10.0,100.0,102.27,1.0724,2019-06-18,2022/06/18,237.0,85.0
1270,5011,50114,久陽四,7,無擔保,3.5,27.0,3.0,詢圈,兆豐證券,鋼鐵工業,台鋼集團旗下螺絲大廠,10.0,100.5,102.2669,1.0727,2022-09-30,2025/09/30,112.7,90.0
1271,5014,50141,建錩一,0,,,,,詢圈,,鋼鐵工業,不鏽鋼板裁剪及分條加工廠,,,,,,,185.0,81.0
1272,5015,50151,華祺一,0,,,,,詢圈,,鋼鐵工業,全球知名不鏽鋼螺絲製造廠,,,,,,,118.0,95.0
1273,5203,52031,訊連一,0,,,,,詢圈,,資訊服務業,全球知名多媒體影音軟體公司,,,,,,,157.0,106.0
1274,5204,52041,得捷一,0,,,,,詢圈,,,,,,,,,,100.0,38.15
1275,5207,52071,飛雅一,0,,,,,詢圈,,,,,,,,,,0.0,83.75
1276,5209,52091,新鼎一,5,無擔保,3.0,177.0,3.0,競拍,凱基證券,其他業,中鼎旗下石化、煉油廠、交通機電等資訊系統工程SI廠,2.81,109.46,100.0,1.0226,2023-10-06,2026/10/06,128.2,93.5
1277,5211,52111,蒙恬一,0,,,,,詢圈,,資訊服務業,台灣手寫辨識軟硬體廠商,,,,,,,201.0,100.5
1278,5212,52121,凌網一,6,無擔保,4.0,66.5,5.0,詢圈,統一證券,資訊服務業,以知識管理為主的系統整合廠,3.46,101.0,100.0,1.0506,2024-10-15,2029/10/15,109.0,93.9
1279,5213,52131,捷鴻一,0,,,,,詢圈,,建材營造業,推案集中於大台北地區之建商,,,,,,,176.0,98.0
1280,5213,52132,亞昕二,0,,5.0,34.01,3.0,詢圈,,建材營造業,推案集中於大台北地區之建商,,,,,2010-10-16,2013/10/16,144.0,101.0
1281,5213,52133,亞昕三,板信銀行,有擔保,4.0,27.5,3.0,詢圈,國票證券,建材營造業,推案集中於大台北地區之建商,51.1,100.0,100.0,1.01,2013-06-20,2016/06/10,108.0,98.3
1282,5213,52134,亞昕四,7,無擔保,1.0,27.6,3.0,詢圈,國票證券,建材營造業,推案集中於大台北地區之建商,51.1,100.0,100.0,1.01,2013-06-21,2016/06/11,104.5,99.1
1283,5213,52135,亞昕五,第一銀行 ,有擔保,4.0,22.9,3.0,詢圈,兆豐證券,建材營造業,推案集中於大台北地區之建商,51.1,100.0,103.03,1.01,2014-04-07,2017/03/27,122.5,101.0
1284,5213,52136,亞昕六,土地銀行,有擔保,5.0,14.7,3.0,詢圈,土銀證券,建材營造業,推案集中於大台北地區之建商,51.1,100.0,103.4898,1.01,2015-11-20,2018/11/20,180.0,104.2
1285,5213,52137,亞昕七,農業金庫,有擔保,10.1,16.89,5.0,詢圈,富邦證券,建材營造業,推案集中於大台北地區之建商,51.1,101.0,0.0,1.03,2020-02-24,2025/02/24,448.0,102.0
1286,5215,52151,科嘉一K,中國信託,有擔保,1.5,44.7,3.0,詢圈,國泰證券,電腦及週邊設備業,全球知名NB薄膜觸控開關製造商,6.43,101.5,100.0,1.01,2015-06-09,2018/06/09,115.0,99.55
1287,5223,52231,安力一K,6,無擔保,4.0,75.8,3.0,詢圈,富邦證券,電腦及週邊設備業,行動裝置散熱及機構件廠商,4.45,100.5,100.0,1.05,2020-10-30,2023/10/30,157.0,95.5
1288,5225,52251,東科一K,中國信託銀,有擔保,3.5,39.2,3.0,競拍,凱基證券,其他業電子業,全球最大影音揚聲器OEM製造商,7.17,106.42,100.0,1.03,2022-11-28,2025/11/28,456.0,104.1
1289,5230,52301,雷笛克光學一,6,無擔保,2.3,92.0,3.0,詢圈,凱基證券,光電業,主要從事LED二次光學透鏡之研發、製造及生產,4.7,100.0,100.0,1.0168,2013-08-01,2016/07/22,138.9,100.75
1290,5230,52302,雷笛克光學二,6,無擔保,2.0,56.0,3.0,詢圈,凱基證券,光電業,主要從事LED二次光學透鏡之研發、製造及生產,4.7,100.0,100.0,1.0108,2015-10-27,2018/10/27,125.0,99.6
1291,5230,52303,雷笛克光學三,富邦銀行,有擔保,3.0,22.8,3.0,競拍,富邦證券,光電業,主要從事LED二次光學透鏡之研發、製造及生產,4.7,111.88,100.0,1.02,2023-07-24,2026/07/24,197.0,105.05
1292,5244,52441,弘凱一,6,無擔保,5.0,46.0,5.0,詢圈,宏遠證券,光電業,LED產品主要應用於高端消費及車燈市場,6.79,100.5,100.0,1.0673,2024-09-25,2029/09/25,123.0,94.7
1293,5245,52451,智晶一,合作金庫,有擔保,3.0,64.9,3.0,競拍,合庫證券,光電業,PMOLED出貨量居全球第二大,4.5,107.29,100.0,1.02,2022-08-25,2025/08/25,122.0,99.05
1294,5245,52452,智晶二,,,,35.0,,競拍,台新證券,,,,101.1,100.0,0.0,,,103.7,87.3
1295,5255,52551,美桀一,,,,39.0,,詢圈,凱基證券,,,,100.5,101.51,0.0,,,260.0,100.0
1296,5259,52591,清惠一,,,,20.69,,詢圈,統一證券,,,,100.0,100.0,0.0,,,120.0,94.0
1297,5263,52631,智崴一,台新銀,有擔保,1.5,75.0,3.0,詢圈,台新證券,文化創意業,台灣最大體感遊戲設備商,6.48,,,1.035,2013-06-28,2016/06/18,822.0,107.0
1298,5263,52632,智崴二,6,無擔保,1.5,75.0,3.0,詢圈,台新證券,文化創意業,台灣最大體感遊戲設備商,6.48,,,1.0135,2013-07-01,2018/06/21,629.0,103.3
1299,5263,52633,智崴三,7,無擔保,7.0,105.0,5.0,競拍,台新證券,文化創意業,台灣最大體感遊戲設備商,6.48,101.64,102.5251,1.0211,2020-10-12,2025/10/12,195.0,100.25
1300,5263,52634,智崴四,7,無擔保,5.0,106.5,3.0,詢圈,台新證券,文化創意業,台灣最大體感遊戲設備商,6.48,100.0,101.5085,1.0661,2020-10-15,2024/10/15,193.0,99.9
1301,5263,52635,智崴五,台中銀行,有擔保,8.0,112.0,3.0,競拍,台新證券,文化創意業,台灣最大體感遊戲設備商,6.48,114.83,100.0,1.0228,2024-03-04,2027/03/04,181.0,101.0
1302,5281,52811,大峽谷一K,,,,84.0,,詢圈,永豐金證,,,,100.0,100.0,0.0,,,102.2,81.0
1303,5284,52841,jpp一K,6,無擔保,2.0,59.9,3.0,詢圈,元大證券,其他業,客製化精密金屬機構件供應商,4.79,100.0,100.0,1.01,2015-10-23,2018/10/23,144.0,102.5
1304,5284,52842,jpp二K,6,無擔保,2.0,55.0,3.0,詢圈,福邦證券,其他業,客製化精密金屬機構件供應商,4.79,100.0,101.5075,1.0536,2019-11-28,2022/11/28,124.85,87.0
1305,5284,52843,jpp三K,5,無擔保,3.0,155.6,3.0,詢圈,凱基證券,其他業,客製化精密金屬機構件供應商,4.79,100.5,100.0,1.0606,2024-11-04,2027/11/04,202.0,95.05
1306,5285,52851,界霖一,6,無擔保,7.2,48.8,5.0,詢圈,宏遠證券,半導體業,台灣功率單體及光電導線架供應商,10.2,100.0,100.0,1.0252,2014-09-09,2019/09/09,260.0,93.0
1307,5285,52852,界霖二,6,無擔保,6.0,85.0,5.0,詢圈,台新證券,半導體業,台灣功率單體及光電導線架供應商,10.2,100.0,100.0,1.1273,2018-10-17,2023/10/17,177.0,98.1
1308,5288,52881,豐祥一K,4,無擔保,5.0,153.0,3.0,競拍,元大證券,電機機械,越南主要汽機車零件供應商，跨足醫療器材零件,6.65,103.82,100.0,1.03,2022-06-08,2025/06/08,170.0,96.0
1309,5289,52891,宜鼎一,5,無擔保,5.0,100.8,3.0,詢圈,富邦證券,電腦及週邊設備業,台灣專攻工業用嵌入式儲存裝置供應商,8.84,100.0,100.0,1.05,2015-10-15,2018/10/15,192.0,103.2
1310,5291,52911,邑昇一,彰銀,有擔保,1.0,20.6,3.0,詢圈,兆豐證券,電子零組件業,台灣印刷電路板與自行車燈具業者,4.09,100.0,0.0,1.035,2019-08-12,2022/08/12,238.0,108.0
1311,5306,53061,訊康一,0,,,,,詢圈,,運動休閒,全球最大規模鏈條製造廠商,,,,,,,110.0,100.0
1312,5306,53063,桂盟三,中國信託/玉山,有擔保,10.0,205.2,3.0,競拍,凱基證券,運動休閒,全球最大規模鏈條製造廠商,12.6,107.5,100.0,1.0502,2020-10-30,2023/10/30,156.0,99.6
1313,5306,53064,桂盟四,瑞穗銀行,有擔保,10.0,130.5,3.0,競拍,凱基證券,運動休閒,全球最大規模鏈條製造廠商,12.6,108.44,100.0,1.0235,2023-11-08,2026/11/08,129.0,98.5
1314,5309,53091,系統電一,0,,2.3,10.9,3.0,詢圈,,電子零組件業,台灣知名TPMS及車電零件廠,,,,,2009-09-05,2012/09/05,182.0,107.0
1315,5309,53092,系統電二,新光銀行擔保,有擔保,4.5,10.45,3.0,詢圈,元大證券,電子零組件業,台灣知名TPMS及車電零件廠,19.0,,,1.1586,2012-03-06,2015/02/24,155.0,99.6
1316,5309,53093,系統電三,板信銀行,有擔保,4.0,14.85,3.0,詢圈,統一證券,電子零組件業,台灣知名TPMS及車電零件廠,19.0,100.0,100.0,1.0348,2015-01-12,2018/01/12,139.05,99.15
1317,5309,53094,系統電四,華南銀行,有擔保,5.0,35.0,3.0,詢圈,富邦證券,電子零組件業,台灣知名TPMS及車電零件廠,19.0,100.2,100.0,1.0237,2020-10-20,2023/10/20,138.95,99.75
1318,5309,53095,系統電五,6,無擔保,5.0,39.7,3.0,詢圈,統一證券,電子零組件業,台灣知名TPMS及車電零件廠,19.0,100.5,100.0,1.051,2023-08-08,2026/08/08,239.0,97.8
1319,5310,53101,天剛一,0,,,,,詢圈,,資訊服務業,金融系統整合廠,,,,,,,121.5,60.0
1320,5315,53151,光聯一,0,,,,,詢圈,,光電業,各尺寸液晶顯示器模組整合加工與銷售,,,,,,,100.0,99.0
1321,5315,53152,光聯二,0,,,,,詢圈,,光電業,各尺寸液晶顯示器模組整合加工與銷售,,,,,,,133.0,97.0
1322,5315,53153,光聯三,0,,2.0,7.98,3.0,詢圈,,光電業,各尺寸液晶顯示器模組整合加工與銷售,,,,,2009-12-18,2012/12/18,115.0,101.5
1323,5321,53211,美而快一,7,無擔保,2.0,92.0,3.0,競拍,台新證券,數位雲端,台灣服飾電商業者,4.95,105.95,100.0,1.0351,2024-03-04,2027/03/04,150.0,93.0
1324,5328,53281,華容一,0,,,,,詢圈,,電子零組件業,台灣塑膠膜電容器供應商,,,,,,,149.9,124.0
1325,5328,53282,華容二,0,,5.0,8.24,3.0,詢圈,,電子零組件業,台灣塑膠膜電容器供應商,,,,,2007-12-31,2010/12/31,173.0,100.0
1326,5345,53451,天揚一,0,,,,,詢圈,,其他業,,,,,,,,115.0,59.0
1327,5346,53461,力晶一,0,,40.0,15.94,5.0,詢圈,,,,,,,,2005-06-17,2010/06/17,119.8,27.2
1328,5346,53462,力晶二,0,,60.0,15.82,5.0,詢圈,,,,,,,,2005-06-17,2010/06/17,121.0,28.5
1329,5349,53491,旭展一,0,,,,,詢圈,,,,,,,,,,114.0,59.0
1330,5351,53511,鈺創一,0,,,,,詢圈,,半導體業,台灣利基型記憶體IC設計廠商,,,,,,,119.5,118.1
1331,5351,53512,鈺創二,0,,5.0,27.75,5.0,詢圈,,半導體業,台灣利基型記憶體IC設計廠商,,,,,2010-06-07,2015/06/07,110.0,96.5
1332,5351,53513,鈺創三,7,無擔保,8.0,63.9,5.0,詢圈,第一金證,半導體業,台灣利基型記憶體IC設計廠商,28.9,100.8,100.0,1.06,2022-05-24,2027/05/24,113.5,90.0
1333,5355,53551,佳總一,0,,,,,詢圈,,電子零組件業,多層電路板供應商,,,,,,,645.0,99.0
1334,5355,53552,佳總二,0,,2.5,12.0,5.0,詢圈,,電子零組件業,多層電路板供應商,,,,,2007-01-16,2012/01/16,300.0,105.2
1335,5355,53553,佳總三,遠銀,有擔保,1.5,7.5,3.0,詢圈,台新證券,電子零組件業,多層電路板供應商,16.6,,,1.0901,2012-01-18,2015/01/08,230.0,105.1
1336,5371,53711,中光一,0,,,,,詢圈,,光電業,背光模組及投影機製造大廠,,,,,,,115.1,106.95
1337,5381,53811,合正一,0,,,,,詢圈,,電子零組件業,主要從事配電變壓器業務,,,,,,,132.65,85.0
1338,5381,53812,合正二,0,,,,,詢圈,,電子零組件業,主要從事配電變壓器業務,,,,,,,211.0,95.2
1339,5381,53813,合正三,0,,3.0,5.43,3.0,詢圈,,電子零組件業,主要從事配電變壓器業務,,,,,2008-05-20,2011/05/20,155.0,91.8
1340,5386,53861,青雲一,0,,,,,詢圈,,電腦及週邊設備業,高階伺服器記憶體模組及板卡的代理商,,,,,,,0.0,101.0
1341,5388,53882,中磊二,0,,,,,詢圈,,通信網路業,台灣寬頻及電信設備代工大廠,,,,,,,170.0,115.0
1342,5388,53883,中磊三,0,,6.0,21.16,5.0,詢圈,,通信網路業,台灣寬頻及電信設備代工大廠,,,,,2010-07-27,2015/07/27,316.0,107.0
1343,5388,53884,中磊四,5,無擔保,6.0,40.76,5.0,詢圈,凱基證券,通信網路業,台灣寬頻及電信設備代工大廠,26.9,100.0,100.0,1.1,2011-08-30,2016/08/20,210.0,97.9
1344,5388,53885,中磊五,5,無擔保,6.0,49.67,5.0,詢圈,凱基證券,通信網路業,台灣寬頻及電信設備代工大廠,26.9,100.0,0.0,1.05,2012-08-31,2017/08/21,200.0,97.7
1345,5388,53886,中磊六,5,無擔保,30.0,100.0,5.0,詢圈,台新證券,通信網路業,台灣寬頻及電信設備代工大廠,26.9,101.0,100.0,1.2389,2022-05-17,2027/05/17,150.0,99.6
1346,5388,53887,中磊七,4,無擔保,30.0,145.0,3.0,詢圈,台新證券,通信網路業,台灣寬頻及電信設備代工大廠,26.9,103.0,100.0,1.1915,2023-12-06,2028/12/06,120.0,99.5
1347,5392,53921,應華一,0,,,,,詢圈,,光電業,3C、手工具機、汽車等應用之零組件廠,,,,,,,164.0,84.3
1348,5392,53922,應華二,0,,7.0,190.0,5.0,詢圈,,光電業,3C、手工具機、汽車等應用之零組件廠,,,,,2009-12-29,2014/12/29,118.8,96.5
1349,5392,53923,應華三,4,無擔保,6.0,45.7,3.0,詢圈,凱基證券,光電業,3C、手工具機、汽車等應用之零組件廠,16.9,,,1.01,2013-04-24,2016/04/14,196.0,106.8
1350,5392,53924,應華四,,,,54.2,,詢圈,凱基證券,,,,100.0,0.0,0.0,,,132.9,98.0
1351,5403,54031,中菲一    ,0,,,,,詢圈,,資訊服務業,金融與物流業系統整合、軟體服務之廠商,,,,,,,229.0,100.0
1352,5425,54252,台半二,0,,,,,詢圈,,半導體業,台灣整流二極體大廠,,,,,,,187.0,107.0
1353,5425,54253,台半三,0,,,,,詢圈,,半導體業,台灣整流二極體大廠,,,,,,,377.0,107.0
1354,5425,54254,台半四,0,,12.5,33.41,5.0,詢圈,,半導體業,台灣整流二極體大廠,,,,,2007-11-12,2012/11/12,125.0,73.5
1355,5425,54255,台半五,3,無擔保,10.0,63.0,3.0,詢圈,凱基證券,半導體業,台灣整流二極體大廠,26.3,100.1,100.0,1.02,2018-03-02,2021/03/02,257.0,99.5
1356,5426,54261,振發一    ,0,,,,,詢圈,,電腦及週邊設備業,台灣PC外殼生產商,,,,,,,285.0,100.0
1357,5434,54341,崇越一,0,,,,,詢圈,0,電子通路業,日本信越晶圓產品在台代理商,,,0.0,,,,277.0,100.0
1358,5434,54342,崇越二,4,無擔保,10.0,200.0,3.0,詢圈,福邦證券,電子通路業,日本信越晶圓產品在台代理商,18.9,101.0,100.0,1.0667,2023-06-29,2026/06/29,193.0,104.1
1359,5442,54421,世峰一,0,,,,,詢圈,,,,,,,,,,103.45,32.5
1360,5442,54422,世峰二,0,,,,,詢圈,,,,,,,,,,193.0,123.95
1361,5450,54501,南良一,土地銀行,有擔保,5.0,18.8,5.0,競拍,富邦證券,其他業,主要經營特殊紡織品、高彈性發泡材料及電源供應器,12.2,116.23,100.0,1.0256,2023-03-21,2028/03/21,134.0,101.65
1362,5452,54521,佶優一,台中商銀擔保,有擔保,7.0,13.93,3.0,詢圈,統一證券,其他業電子業,全球塑膠粒及PCR環保塑膠原料整合平台商,14.9,,,1.0326,2011-09-22,2014/09/12,133.5,99.8
1363,5455,54551,訊利一,0,,,,,詢圈,,建材營造業,從事不動產開發興建及不動產租賃業務,,,,,,,121.3,90.0
1364,5455,54552,訊利二,0,,,,,詢圈,,建材營造業,從事不動產開發興建及不動產租賃業務,,,,,,,193.0,97.2
1365,5457,54571,宣德一,0,,,,,詢圈,,電子零組件業,台灣知名NB連接器廠,,,,,,,139.6,70.0
1366,5457,54572,宣德二,6,無擔保,10.0,100.0,3.0,詢圈,台新證券,電子零組件業,台灣知名NB連接器廠,17.1,100.0,100.0,1.0526,2021-03-10,2024/03/10,121.0,97.9
1367,5457,54573,宣德三,5,無擔保,20.0,69.5,3.0,詢圈,凱基證券,電子零組件業,台灣知名NB連接器廠,17.1,101.0,100.0,1.0518,2024-03-06,2027/03/06,114.25,85.65
1368,5464,54641,霖宏一,台新銀擔,有擔保,2.0,21.3,3.0,詢圈,台新證券,電子零組件業,"LCD TV,印表機等消費性PCB廠",7.11,,,1.0143,2011-07-25,2014/07/15,152.0,101.1
1369,5466,54661,泰林一,0,,,,,詢圈,,,,,,,,,,103.0,103.0
1370,5466,54662,泰林二,0,,,,,詢圈,,,,,,,,,,192.0,100.0
1371,5469,54691,博德一,0,,10.0,28.5,5.0,詢圈,,電子零組件業,全球前三大NB板與STB板廠之一,,,,,2010-08-24,2015/08/24,104.8,93.05
1372,5473,54731,矽成一,0,,,,,詢圈,,,,,,,,,,115.0,83.0
1373,5475,54751,德宏一,0,,,,,詢圈,,電子零組件業,台灣專業電子級玻纖布廠,,,,,,,99.8,83.2
1374,5475,54752,德宏二,0,,,,,詢圈,,電子零組件業,台灣專業電子級玻纖布廠,,,,,,,111.0,98.0
1375,5475,54753,德宏三,0,,2.0,17.23,3.0,詢圈,,電子零組件業,台灣專業電子級玻纖布廠,,,,,2010-09-10,2013/09/10,124.0,99.3
1376,5475,54754,德宏四,合庫擔保,有擔保,2.0,10.18,4.0,詢圈,合作金庫,電子零組件業,台灣專業電子級玻纖布廠,12.7,100.0,105.09,1.1,2012-06-01,2016/05/22,118.0,102.6
1377,5475,54755,德宏五,合庫擔保,有擔保,2.0,10.18,5.0,詢圈,合作金庫,電子零組件業,台灣專業電子級玻纖布廠,12.7,100.0,100.0,1.1,2012-06-01,2017/05/22,113.5,101.1
1378,5475,54756,德宏六,永豐銀擔保,有擔保,3.0,10.18,3.0,詢圈,合庫證券,電子零組件業,台灣專業電子級玻纖布廠,12.7,,,1.1,2012-06-01,2015/05/22,113.5,101.1
1379,5475,54757,德宏七,遠東銀行,有擔保,2.0,7.5,3.0,詢圈,國泰證券,電子零組件業,台灣專業電子級玻纖布廠,12.7,100.0,0.0,1.0246,2014-02-24,2017/02/14,141.0,101.55
1380,5475,54758,德宏八,遠東銀行,有擔保,2.0,8.15,3.0,詢圈,國泰證券,電子零組件業,台灣專業電子級玻纖布廠,12.7,100.0,103.7971,1.0316,2015-02-04,2018/02/04,110.0,100.4
1381,5475,54759,德宏九,永豐銀行,有擔保,2.0,4.8,3.0,詢圈,永豐金證,電子零組件業,台灣專業電子級玻纖布廠,12.7,100.0,102.2669,1.1594,2015-08-27,2018/08/27,156.0,100.5
1382,5478,54781,智冠一,0,,,,,詢圈,,文化創意業,,,,,,,,185.0,107.55
1383,5490,54901,同亨ㄧ,0,,4.0,37.8,4.0,詢圈,,電腦及週邊設備業,全球知名POS刷卡機DMS廠,,,,,2008-07-03,2012/07/03,136.0,92.05
1384,5491,54911,連展一,0,,,,,詢圈,,,,,,,,,,143.0,68.0
1385,5491,54912,連展二,0,,3.0,18.4,3.0,詢圈,,,,,,,,2009-07-26,2012/07/26,153.0,94.1
1386,5491,54913,連展三,,,,10.1,,詢圈,凱基證券,,,,100.0,100.0,0.0,,,151.0,98.55
1387,5493,54931,三聯一,0,,,,,詢圈,,其他業電子業,感測、監測系統整合服務商,,,,,,,160.0,95.0
1388,5498,54981,凱威一,0,,,,,詢圈,,電子零組件業,台灣PCB鑽頭製造商,,,,,,,0.0,100.5
1389,5498,54982,凱崴二,新光銀擔保,有擔保,3.5,10.5,3.0,詢圈,宏遠證券,電子零組件業,台灣PCB鑽頭製造商,19.2,,,1.0355,2011-10-24,2014/10/14,128.9,100.0
1390,5498,54983,凱崴三,8,無擔保,2.0,21.0,3.0,詢圈,宏遠證券,電子零組件業,台灣PCB鑽頭製造商,19.2,100.0,100.0,1.0289,2021-05-10,2024/05/10,110.0,94.0
1391,5505,55051,和旺一,0,,4.25,,3.0,詢圈,,,,,,,,2008-06-16,2011/06/16,309.0,93.0
1392,5505,55052,和旺二,0,,7.0,45.75,3.0,詢圈,,,,,,,,2010-10-21,2013/10/21,124.0,99.0
1393,5512,55121,力麒一,0,,,,,詢圈,,建材營造業,力麗集團旗下建商、環衛營造商,,,,,,,189.0,96.6
1394,5512,55122,力麒二,0,,6.0,,5.0,詢圈,,建材營造業,力麗集團旗下建商、環衛營造商,,,,,2007-10-25,2012/10/25,185.0,55.0
1395,5512,55123,力麒三,0,,10.0,14.2,5.0,詢圈,,建材營造業,力麗集團旗下建商、環衛營造商,,,,,2009-09-19,2014/09/19,165.0,102.0
1396,5512,55124,力麒四,0,,10.0,17.5,3.0,詢圈,,建材營造業,力麗集團旗下建商、環衛營造商,,,,,2010-10-01,2013/10/01,116.0,90.0
1397,5519,55191,隆大一,泰國盤谷銀,有擔保,2.0,15.63,3.0,詢圈,合庫證券,建材營造業,綜合營造及住宅大樓開發商,21.9,100.0,100.0,1.01,2015-09-16,2018/09/16,105.2,99.75
1398,5519,55192,隆大二,7,無擔保,1.0,15.66,3.0,詢圈,合庫證券,建材營造業,綜合營造及住宅大樓開發商,21.9,100.0,100.0,1.01,2015-09-17,2018/09/17,104.0,93.0
1399,5519,55193,隆大三,合庫銀行,有擔保,2.0,11.66,5.0,詢圈,合庫證券,建材營造業,綜合營造及住宅大樓開發商,21.9,100.0,100.0,1.1,2017-09-18,2022/09/18,159.0,105.0
1400,5519,55194,隆大四,盤谷銀行,有擔保,2.0,11.66,5.0,詢圈,合庫證券,建材營造業,綜合營造及住宅大樓開發商,21.9,100.0,100.0,1.1,2017-09-19,2022/09/19,159.0,103.3
1401,5522,55221,遠雄一,0,,,,,詢圈,,建材營造業,以營建地產、休閒娛樂為核心的企業集團,,,,,,,280.0,99.5
1402,5522,55222,遠雄二,0,,,,,詢圈,,建材營造業,以營建地產、休閒娛樂為核心的企業集團,,,,,,,280.0,100.0
1403,5522,55223,遠雄三,0,,5.0,87.68,3.0,詢圈,,建材營造業,以營建地產、休閒娛樂為核心的企業集團,,,,,2008-06-20,2011/06/20,114.0,89.0
1404,5522,55224,遠雄四,0,,10.0,87.68,5.0,詢圈,,建材營造業,以營建地產、休閒娛樂為核心的企業集團,,,,,2008-06-20,2013/06/20,114.0,75.0
1405,5522,55225,遠雄五,合庫擔保,有擔保,8.0,65.0,3.0,詢圈,元富證券,建材營造業,以營建地產、休閒娛樂為核心的企業集團,78.2,,,1.0497,2012-03-08,2015/02/26,108.5,97.0
1406,5522,55226,遠雄六,4,無擔保,12.0,65.0,5.0,詢圈,元富證券,建材營造業,以營建地產、休閒娛樂為核心的企業集團,78.2,100.0,100.0,1.045,2012-03-09,2017/02/27,105.0,95.0
1407,5523,55231,宏都一,0,,3.0,20.23,5.0,詢圈,,建材營造業,嘉義地區建商,,,,,2007-06-13,2012/06/13,137.2,56.0
