序號,股票代號,CB代號,名稱,信用評等,擔保,發行規模,轉換價格,發行年期,詢圈競拍,發行券商,產業分類,產業地位,股本大小,發行價格,到期還本價格,訂價溢價率,掛牌日期,到期日期,掛牌最高,掛牌最低
1123,4430,44301,耀億一,5,無擔保,3.0,37.7,3.0,詢圈,凱基證券,其他業,全球第一大之網球拍線製造商,5.63,,,1.01,2012-07-30,2015/07/20,138.0,99.0
1124,4433,44331,興采一,6,無擔保,2.5,30.0,5.0,詢圈,凱基證券,紡織纖維,首創環保咖啡紗的功能性布料領導商,6.13,100.5,100.0,1.0564,2019-01-17,2024/01/17,199.0,95.65
1125,4433,44332,興采二,6,無擔保,5.0,49.0,3.0,詢圈,凱基證券,紡織纖維,首創環保咖啡紗的功能性布料領導商,6.13,101.0,100.0,1.0567,2020-10-22,2023/10/22,111.7,98.5
1126,4438,44381,廣越一,4,無擔保,15.0,163.0,3.0,詢圈,凱基證券,紡織纖維,為國際知名運動品牌之羽絨服製造商,10.3,101.0,100.0,1.1265,2019-10-29,2022/10/29,114.25,97.95
1127,4438,44382,廣越二,5,無擔保,15.0,138.0,3.0,競拍,凱基證券,紡織纖維,為國際知名運動品牌之羽絨服製造商,10.3,101.64,100.0,1.0268,2022-10-03,2025/10/03,108.8,98.7
1128,4439,44391,冠星一K,5,無擔保,5.0,103.0,3.0,競拍,凱基證券,紡織纖維,adidas運動服飾品牌最大的短纖布料供應商,3.83,102.32,100.0,1.0204,2025-03-03,2028-03-03 00:00:00,108.65,92.85
1129,4510,45101,高鋒一,0,,,,,詢圈,,電機機械,台灣從事生產切削機及龍門機廠商,,,,,,,107.0,71.1
1130,4510,45102,高鋒二,7,無擔保,9.0,49.2,3.0,詢圈,群益證券,電機機械,台灣從事生產切削機及龍門機廠商,10.8,100.5,100.0,1.052857,2025-02-26,2028-02-26 00:00:00,121.6,90.0
1131,4523,45231,永彰一,6,無擔保,2.0,33.0,5.0,詢圈,大華證券,電機機械,永大轉投資汽車空調OEM廠商,6.4,100.0,100.0,1.1,2013-01-25,2018/01/15,113.3,97.1
1132,4526,45261,東台一,0,,,,,詢圈,,電機機械,全球PCB鑽孔機的領導者,,,,,,,0.0,107.0
1133,4527,45271,方霖一,0,,,,,詢圈,,電機機械,台灣專業的中央空調系統冰水機組銷售商,,,,,,,132.6,100.0
1134,4527,45272,方霖二,0,,3.0,16.52,3.0,詢圈,,電機機械,台灣專業的中央空調系統冰水機組銷售商,,,,,2010-07-26,2013/07/26,149.0,98.15
1135,4532,45321,瑞智一    ,0,,,,,詢圈,,電機機械,聲寶旗下，全球前四大壓縮機廠,,,,,,,244.0,106.0
1136,4532,45322,瑞智二,4,無擔保,10.0,31.0,3.0,詢圈,元大證券,電機機械,聲寶旗下，全球前四大壓縮機廠,50.5,100.0,100.0,1.05,2015-07-09,2018/07/09,142.0,96.5
1137,4533,45331,協易一,0,,,,,詢圈,,電機機械,台灣沖床大廠,,,,,,,149.5,82.0
1138,4534,45341,三林一,0,,,,,詢圈,,電機機械,台灣粉末冶金及齒輪箱設計開發知名廠商,,,,,,,101.5,91.5
1139,4534,45342,慶騰二,中國信託、富邦銀,有擔保,2.0,12.8,3.0,詢圈,中信證券,電機機械,台灣粉末冶金及齒輪箱設計開發知名廠商,8.68,,,1.01,2013-10-01,2016/09/21,185.0,99.0
1140,4534,45343,慶騰三,中國信託銀,有擔保,2.5,17.2,3.0,詢圈,中信證券,電機機械,台灣粉末冶金及齒輪箱設計開發知名廠商,8.68,100.0,100.0,1.01,2016-04-22,2019/04/22,260.0,99.65
1141,4538,45381,大詠城一,6,無擔保,1.5,20.09,3.0,詢圈,富邦證券,電機機械,台灣工具機鑄件廠,5.75,100.6,100.0,1.06,2022-10-03,2025/10/03,146.6,97.5
1142,4540,45401,全球傳動一,第一銀行,有擔保,5.0,40.5,3.0,競拍,凱基證券,電機機械,台灣知名的精密滾珠螺桿廠,9.52,102.23,100.0,1.0498,2022-10-24,2025/10/24,166.0,99.65
1143,4540,45402,全球傳動二,6,無擔保,3.0,37.0,3.0,競拍,凱基證券,電機機械,台灣知名的精密滾珠螺桿廠,9.52,100.17,100.0,1.0221,2022-12-12,2025/12/12,176.0,99.3
1144,4541,45411,晟田一,台灣銀行,有擔保,3.0,50.0,3.0,詢圈,凱基證券,其他業,台灣唯一生產飛機起落架零組件廠商,6.76,100.0,100.0,1.0389,2014-12-26,2017/12/26,113.0,99.6
1145,4541,45412,晟田二,6,無擔保,1.0,49.0,3.0,詢圈,凱基證券,其他業,台灣唯一生產飛機起落架零組件廠商,6.76,100.0,0.0,1.015056,2014-12-27,2017/12/27,109.45,98.0
1146,4541,45413,晟田三,台灣銀行,有擔保,3.0,30.18,3.0,詢圈,凱基證券,其他業,台灣唯一生產飛機起落架零組件廠商,6.76,100.5,103.0301,1.03,2016-11-01,2019/11/01,123.0,102.5
1147,4541,45414,晟田四,7,無擔保,2.0,29.6,5.0,詢圈,凱基證券,其他業,台灣唯一生產飛機起落架零組件廠商,6.76,100.0,100.0,1.0103,2016-11-02,2021/11/02,124.5,90.05
1148,4542,45421,科嶠一,7,無擔保,3.0,86.8,3.0,詢圈,富邦證券,電子零組件業,PCB用自動化乾燥設備製造大廠,3.23,100.5,100.0,1.068,2024-09-06,2027/09/06,139.95,90.0
1149,4549,45491,桓達一,5,無擔保,5.0,166.0,3.0,競拍,凱基證券,電機機械,台灣最大製程自動化感測器廠,5.48,117.27,100.0,1.0605,2024-11-06,2027/11/07,141.0,100.0
1150,4550,45501,長佳一,遠東銀行,有擔保,1.5,20.2,3.0,詢圈,國票證券,電機機械,專業的機電工程整合公司,3.78,100.0,100.0,1.01,2016-03-14,2019/03/14,125.4,99.9
1151,4551,45511,智伸科一,5,無擔保,15.0,193.0,3.0,詢圈,兆豐證券,汽車工業,汽車動力及安全零組件大廠商,11.5,100.5,100.75,1.0997,2018-02-05,2021/02/05,132.8,96.0
1152,4555,45551,氣立一,6,無擔保,6.0,80.5,3.0,詢圈,富邦證券,電機機械,台灣氣壓自動化零組件廠商,6.93,100.5,100.0,1.02,2018-06-06,2021/06/06,109.55,95.05
1153,4555,45552,氣立二,彰化銀行,有擔保,6.24,52.7,3.0,詢圈,富邦證券,電機機械,台灣氣壓自動化零組件廠商,6.93,103.5,100.0,1.029296,2020-04-28,2023/04/28,128.0,99.65
1154,4555,45553,氣立三,彰化銀行,有擔保,6.0,60.0,3.0,競拍,富邦證券,電機機械,台灣氣壓自動化零組件廠商,6.93,103.5,100.0,1.0563,2022-09-05,2025/09/05,118.75,99.2
1155,4556,45561,旭然一,合庫銀行,有擔保,1.0,39.68,3.0,詢圈,合庫證券,其他業,台灣最大的工業過濾設備製造商,4.19,103.0,100.0,1.15,2020-12-22,2023/12/22,113.2,99.8
1156,4556,45562,旭然二,7,無擔保,2.0,37.75,3.0,詢圈,合庫證券,其他業,台灣最大的工業過濾設備製造商,4.19,100.0,100.0,1.1,2020-12-23,2023/12/23,104.15,92.0
1157,4560,45601,強信一K,5,無擔保,3.0,50.7,3.0,詢圈,富邦證券,電機機械,全球工業縫紉機零配件大廠,6.81,100.3,100.0,1.02,2018-02-05,2021/02/05,156.0,99.65
1158,4563,45631,百德一,7,無擔保,2.0,52.5,3.0,詢圈,富邦證券,電機機械,為台灣老字號的綜合加工機製造廠商,5.5,100.0,100.0,1.0563,2019-10-09,2022/10/09,102.5,90.15
1159,4564,45641,元翎一,5,無擔保,5.5,27.0,3.0,詢圈,永豐金證,電機機械,全球前二大迷你高壓氣體鋼瓶製造廠,20.3,100.0,101.5075,1.051,2023-09-26,2026/09/26,113.0,91.8
1160,4566,45661,時碩工業一,5,無擔保,9.0,50.0,5.0,詢圈,凱基證券,電機機械,台灣精密金屬零件加工廠商,9.08,101.0,102.5251,1.0742,2019-08-27,2024/08/27,270.0,99.5
1161,4566,45662,時碩工業二,5,無擔保,9.0,47.0,3.0,競拍,凱基證券,電機機械,台灣精密金屬零件加工廠商,9.08,111.8,100.0,1.0431,2022-01-03,2025/01/03,264.0,105.0
1162,4566,45663,時碩工業三,5,無擔保,8.0,52.0,3.0,競拍,凱基證券,電機機械,台灣精密金屬零件加工廠商,9.08,106.15,100.0,1.0271,2023-11-27,2026/11/27,223.0,106.0
1163,4569,45691,六方科一K,6,無擔保,5.0,212.0,3.0,競拍,元大證券,汽車工業,泰國精密金屬零組件加工生產商,3.1,105.25,100.0,1.039,2025-01-15,2028/01/15,115.0,95.0
1164,4572,45721,駐龍一,6,無擔保,5.0,175.0,3.0,競拍,台新證券,電機機械,飛機機身結構件研製及銷售商,3.9,116.21,100.0,1.1218,2024-07-16,2027/07/16,121.0,103.5
1165,4580,45801,捷流閥業一,4,無擔保,3.0,96.0,3.0,詢圈,元大證券,電機機械,專業閥門製造商,4.31,100.0,100.0,1.0775,2022-04-26,2025/04/26,130.0,99.5
1166,4588,45881,玖鼎電力一,,,,,,詢圈,,,,,,,,,,0.0,0.0
1167,4703,47031,揚華一,,,,,,詢圈,0,,,,,,0.0,,,105.0,21.75
1168,4714,47141,永捷一,遠銀,有擔保,1.5,14.2,3.0,詢圈,元大證券,化學工業,台灣PU樹脂大廠,14.0,,,1.0143,2012-06-22,2015/06/12,131.15,100.9
1169,4714,47142,永捷二,6,無擔保,1.0,14.2,3.0,詢圈,元大證券,化學工業,台灣PU樹脂大廠,14.0,,,1.0107,2012-06-25,2015/06/15,129.8,98.0
1170,4714,47143,永捷三,板信銀行,有擔保,1.5,10.7,3.0,詢圈,中信證券,化學工業,台灣PU樹脂大廠,14.0,100.0,100.0,1.019,2014-12-05,2017/12/05,179.0,103.5
1171,4714,47144,永捷四,6,無擔保,1.0,10.8,3.0,詢圈,中信證券,化學工業,台灣PU樹脂大廠,14.0,100.0,100.0,1.05,2014-12-08,2017/12/08,165.0,96.6
1172,4714,47145,永捷五,第一銀行,有擔保,3.0,16.5,3.0,詢圈,元富證券,化學工業,台灣PU樹脂大廠,14.0,100.0,100.0,1.0963,2018-07-09,2021/07/09,123.1,101.5
1173,4714,47146,永捷六,第一銀行,有擔保,3.0,16.8,5.0,競拍,富邦證券,化學工業,台灣PU樹脂大廠,14.0,105.37,100.0,1.17,2021-10-15,2026/10/15,180.0,100.2
1174,4714,47147,永捷七,7,無擔保,3.0,14.0,3.0,競拍,富邦證券,化學工業,台灣PU樹脂大廠,14.0,103.76,100.0,1.02,2021-11-05,2024/11/05,206.0,100.0
1175,4716,47161,大立一    ,0,,,,,詢圈,,化學工業,台灣主要從事生產合成樹脂廠商,,,,,,,113.5,78.5
1176,4716,47162,大立二,合庫銀,有擔保,2.0,18.59,3.0,詢圈,合庫證券,化學工業,台灣主要從事生產合成樹脂廠商,8.49,100.4,100.0,1.05,2019-03-05,2022/03/05,115.5,99.8
1177,4720,47201,德淵一,臺企銀,有擔保,2.5,15.3,3.0,詢圈,元富證券,化學工業,台灣最大熱熔膠供應商,10.4,100.0,100.0,1.02,2016-11-14,2019/11/14,118.0,99.85
1178,4720,47202,德淵二,台企銀,有擔保,2.0,15.7,5.0,詢圈,福邦證券,化學工業,台灣最大熱熔膠供應商,10.4,100.0,100.0,1.12,2019-10-23,2024/10/23,175.0,100.0
1179,4720,47203,德淵三,5,無擔保,2.0,14.3,3.0,詢圈,福邦證券,化學工業,台灣最大熱熔膠供應商,10.4,100.0,100.0,1.025,2019-10-24,2022/10/24,152.0,92.0
1180,4721,47211,美琪一,0,,,,,詢圈,,化學工業,全球最大PTA氧化觸媒供應商，也生產正極材料,,,,,,,105.6,96.5
1181,4722,47221,國精一,0,,,,,詢圈,,化學工業,台灣不飽和聚酯樹脂大廠,,,,,,,136.4,97.05
1182,4722,47222,國精二,0,,2.0,18.1,3.0,詢圈,,化學工業,台灣不飽和聚酯樹脂大廠,,,,,2010-05-28,2013/05/28,161.0,100.3
1183,4729,47291,熒茂一,土銀擔,有擔保,2.0,46.3,3.0,詢圈,台新證券,光電業,強茂轉投資之觸控面板廠,7.77,,,1.02,2011-07-05,2014/06/25,110.0,99.3
1184,4733,47331,上緯一,,,,43.0,,詢圈,台新證券,,,,100.0,100.0,0.0,,,750.0,107.0
1185,4733,47332,上緯二,,,,287.0,,詢圈,元大證券,,,,100.0,100.0,0.0,,,132.0,97.5
1186,4735,47351,豪展一,合庫銀行,有擔保,1.0,18.7,3.0,詢圈,第一金證,生技醫療業,全球前三大紅外線額耳溫槍生產商,3.68,,,1.0565,2013-11-29,2016/11/19,219.0,105.5
1187,4735,47352,豪展二,6,無擔保,2.0,46.0,3.0,詢圈,第一金證,生技醫療業,全球前三大紅外線額耳溫槍生產商,3.68,101.0,100.0,1.0698,2018-03-14,2021/03/14,233.0,99.0
1188,4736,47361,泰博一,玉山銀,有擔保,6.0,80.0,3.0,詢圈,凱基證券,生技醫療業,亞洲唯一擁有HCT(血球容積)變化檢測技術的廠商,9.54,,,1.0596,2013-08-21,2016/08/11,171.0,107.0
1189,4736,47362,泰博二,玉山銀行,有擔保,6.0,135.0,3.0,詢圈,凱基證券,生技醫療業,亞洲唯一擁有HCT(血球容積)變化檢測技術的廠商,9.54,100.0,105.1,1.1522,2015-03-16,2020/03/16,195.0,100.0
1190,4736,47363,泰博三,玉山銀,有擔保,15.0,140.0,5.0,競拍,凱基證券,生技醫療業,亞洲唯一擁有HCT(血球容積)變化檢測技術的廠商,9.54,109.33,102.53,1.0566,2019-08-21,2024/08/21,238.0,111.0
1191,4737,47371,華廣一,5,無擔保,6.0,100.0,3.0,詢圈,富邦證券,生技醫療業,以Bionime為自有品牌生產居家醫療用血糖機及測試片廠商,6.08,,,1.1,2012-01-06,2014/12/27,108.0,94.8
1192,4739,47391,康普一,中信銀,有擔保,4.0,21.9,5.0,詢圈,福邦證券,化學工業,台灣特用化學材、電池材料、PTA氧化觸媒大廠,11.9,100.0,100.0,1.05,2012-08-29,2017/08/19,343.0,104.35
1193,4739,47392,康普二,彰化銀行,有擔保,6.0,58.0,5.0,詢圈,福邦證券,化學工業,台灣特用化學材、電池材料、PTA氧化觸媒大廠,11.9,100.0,100.0,1.02,2015-06-24,2020/06/24,273.0,102.0
1194,4739,47393,康普三,彰化銀行,有擔保,7.0,110.0,5.0,競拍,福邦證券,化學工業,台灣特用化學材、電池材料、PTA氧化觸媒大廠,11.9,116.01,100.0,1.051,2021-10-28,2026/10/28,161.0,98.05
1195,4744,47441,皇將一,土銀,有擔保,1.5,33.25,3.0,詢圈,福邦證券,生技醫療業,台灣製藥設備及檢驗儀器製造廠,5.5,100.0,100.0,1.04,2019-10-17,2022/10/17,138.0,99.45
1196,4744,47442,皇將二,土地銀行,有擔保,1.5,27.0,3.0,競拍,福邦證券,生技醫療業,台灣製藥設備及檢驗儀器製造廠,5.5,104.82,100.0,1.0377,2022-12-07,2025/12/07,172.0,100.35
1197,4745,47451,合富一K,6,無擔保,4.0,100.0,3.0,詢圈,宏遠證券,生技醫療業,大陸最大台資醫療通路集團,7.74,100.0,0.0,1.0171,2014-02-26,2017/02/16,144.4,97.8
1198,4746,47461,台耀一,6,無擔保,5.0,48.2,3.0,詢圈,凱基證券,生技醫療業,全球維他命D衍生物製造大廠,12.0,,,1.01,2012-12-19,2015/12/09,176.0,98.85
1199,4746,47462,台耀二,7,無擔保,5.001,85.0,3.0,詢圈,凱基證券,生技醫療業,全球維他命D衍生物製造大廠,12.0,100.2,101.5075,1.169,2014-07-31,2017/07/21,140.5,91.5
1200,4746,47463,台耀三,6,無擔保,7.0,60.0,3.0,詢圈,凱基證券,生技醫療業,全球維他命D衍生物製造大廠,12.0,100.5,100.0,1.132,2018-07-20,2021/07/20,175.0,93.25
1201,4747,47471,強生一,6,無擔保,4.0,72.55,3.0,詢圈,統一證券,生技醫療業,台灣中小型利基型學名藥廠,4.37,100.0,100.0,1.0665,2023-06-12,2026/06/12,173.0,110.0
1202,4760,47601,勤凱一,彰化銀行,有擔保,1.5,75.2,3.0,詢圈,富邦證券,其他業電子業,台灣被動元件、太陽能導電漿料大廠,3.21,103.0,100.0,1.02,2020-08-25,2023/08/25,213.0,101.0
1203,4763,47631,材料一K,5,無擔保,5.0,173.0,5.0,詢圈,國泰證券,化學工業,全球第五大醋酸纖維絲束大廠,8.63,101.0,100.0,1.036,2017-06-09,2022/06/09,125.0,99.0
1204,4763,47632,材料二K,5,無擔保,6.06,130.7,5.0,詢圈,永豐金證,化學工業,全球第五大醋酸纖維絲束大廠,8.63,101.0,100.0,1.02,2020-09-25,2025/09/25,1035.0,99.1
1205,4763,47633,材料三K,5,無擔保,5.0,102.1,5.0,競拍,富邦證券,化學工業,全球第五大醋酸纖維絲束大廠,8.63,101.0,100.0,1.02,2022-05-11,2027/05/11,601.0,100.0
1206,4764,47641,雙鍵一,5,無擔保,6.0,82.5,3.0,詢圈,富邦證券,化學工業,全球第三大光固化起始劑生產商,8.55,100.0,100.0,1.0235,2018-08-15,2021/08/15,131.9,99.75
1207,4803,48031,VHQ一K,,,,167.2,,詢圈,永豐金證,,,,100.0,100.0,0.0,,,145.0,94.0
1208,4803,48032,VHQ二K,,,,127.0,,詢圈,第一金證,,,,100.0,103.0301,0.0,,,101.65,20.05
1209,4804,48041,大略一K,6,無擔保,4.0,56.5,3.0,詢圈,富邦證券,觀光餐旅,,4.53,100.0,100.0,1.0113,2017-06-26,2020/06/26,102.45,87.9
1210,4806,48061,昇華一,元大銀行,有擔保,3.0,63.1,3.0,詢圈,國票證券,文化創意業,,20.0,100.0,100.0,1.02,2017-05-03,2020/05/03,130.0,95.0
1211,4806,48062,昇華二,D,無擔保,1.5,62.3,3.0,詢圈,國票證券,文化創意業,,20.0,100.0,100.0,1.01,2017-05-04,2020/05/04,129.5,61.25
1212,4807,48071,日成一K,6,無擔保,2.5,30.5,3.0,詢圈,台新證券,貿易百貨業,泰國前三大珠寶ODM 及OEM廠商,3.84,100.5,100.0,1.03,2020-12-02,2023/12/02,106.95,95.0
1213,4903,49031,聯光一,0,,2.0,11.2,5.0,詢圈,,通信網路業,光通訊工程承包及光纖光纜製造商,,,,,2010-08-28,2015/08/28,138.0,101.0
1214,4906,49061,正文一    ,0,,,,,詢圈,,通信網路業,台灣無線區域網路代工大廠,,,,,,,179.0,108.6
1215,4906,49062,正文二,0,,10.0,34.8,2.0,詢圈,,通信網路業,台灣無線區域網路代工大廠,,,,,2009-04-04,2011/04/04,170.0,96.0
1216,4906,49063,正文三,5,無擔保,20.0,32.45,5.0,詢圈,元大證券,通信網路業,台灣無線區域網路代工大廠,40.0,100.0,100.0,1.05,2011-07-25,2016/07/15,133.3,93.7
1217,4906,49064,正文四,5,無擔保,10.0,20.0,3.0,詢圈,中信證券,通信網路業,台灣無線區域網路代工大廠,40.0,100.0,100.0,1.075,2016-03-15,2019/03/15,190.0,102.0
1218,4906,49065,正文五,5,無擔保,12.0,26.9,3.0,詢圈,凱基證券,通信網路業,台灣無線區域網路代工大廠,40.0,100.2,100.0,1.08,2019-03-15,2022/03/15,139.0,98.5
1219,4906,49066,正文六,6,無擔保,15.0,30.8,3.0,競拍,凱基證券,通信網路業,台灣無線區域網路代工大廠,40.0,103.82,100.0,1.022,2023-06-02,2026/06/02,163.0,102.5
1220,4909,49091,復興一,0,,,,,詢圈,,通信網路業,全球最大LNB用板製造商,,,,,,,132.0,107.0
1221,4909,49092,復興二,0,,,,,詢圈,,通信網路業,全球最大LNB用板製造商,,,,,,,195.0,100.0
1222,4909,49093,復興三,0,,,,,詢圈,,通信網路業,全球最大LNB用板製造商,,,,,,,148.0,87.2
1223,4909,49094,復興四,0,,3.0,45.48,5.0,詢圈,,通信網路業,全球最大LNB用板製造商,,,,,2010-08-27,2015/08/27,144.0,94.5
1224,4910,49101,陽慶一,0,,,,,詢圈,,,,,,,,,,102.5,38.0
1225,4912,49121,聯控一,5,無擔保,4.0,60.0,3.0,詢圈,中信證券,電子零組件業,主要從事消費性電子零件的模組沖壓廠,6.22,,,1.0684,2014-04-15,2017/04/05,183.0,107.0
1226,4912,49122,聯德控股二K,5,無擔保,6.0,220.0,3.0,詢圈,凱基證券,電子零組件業,主要從事消費性電子零件的模組沖壓廠,6.22,100.5,0.0,1.0854,2018-07-30,2021/07/30,126.0,97.2
1227,4912,49123,聯德控股三K,5,無擔保,7.0,94.8,3.0,詢圈,群益證券,電子零組件業,主要從事消費性電子零件的模組沖壓廠,6.22,100.0,0.0,1.0209,2020-08-04,2023/08/04,210.0,110.0
1228,4912,49124,聯德控股四K,5,無擔保,16.0,162.3,3.0,詢圈,富邦證券,電子零組件業,主要從事消費性電子零件的模組沖壓廠,6.22,100.5,100.0,1.1,2021-10-26,2024/10/26,118.5,92.0
1229,4916,49161,事欣科一,5,無擔保,2.8,35.7,5.0,詢圈,凱基證券,電腦及週邊設備業,工業電腦及博弈機台組件事業製造廠商,9.82,101.25,100.0,1.05,2014-10-22,2019/10/22,186.0,98.5
1230,4916,49162,事欣科二,7,無擔保,5.0,39.0,5.0,詢圈,台新證券,電腦及週邊設備業,工業電腦及博弈機台組件事業製造廠商,9.82,100.5,100.0,1.15,2019-12-13,2024/12/13,128.7,77.05
1231,4916,49163,事欣科三,7,無擔保,5.0,29.2,5.0,詢圈,統一證券,電腦及週邊設備業,工業電腦及博弈機台組件事業製造廠商,9.82,100.0,100.0,1.06,2022-03-10,2027/03/10,215.0,93.2
1232,4916,49164,事欣科四,7,無擔保,4.0,35.3,5.0,詢圈,統一證券,電腦及週邊設備業,工業電腦及博弈機台組件事業製造廠商,9.82,100.0,100.0,1.0516,2023-05-31,2028/05/31,199.0,99.55
1233,4919,49191,新唐一,4,無擔保,20.0,39.9,7.0,競拍,中信證券,半導體業,華邦旗下整合元件製造(IDM)廠，提供IC設計與製造服務,42.0,100.0,109.09,1.0828,2020-05-20,2027/05/20,450.0,97.0
1234,4924,49241,欣厚一,5,無擔保,2.0,42.9,3.0,詢圈,永豐金證,電腦及週邊設備業,馬來西亞鍵盤週邊及音響面板塑膠件生產企業,3.72,,,1.01,2012-03-07,2015/02/24,127.2,92.2
1235,4927,49271,泰鼎一,5,無擔保,6.0,40.0,5.0,詢圈,華南永昌,電子零組件業,泰國台商最大印刷電路板公司,19.0,,,1.05,2012-11-30,2017/11/20,142.6,103.0
1236,4927,49272,泰鼎二K,5,無擔保,7.0,45.0,5.0,詢圈,凱基證券,電子零組件業,泰國台商最大印刷電路板公司,19.0,100.0,100.0,1.016,2014-07-14,2019/07/11,163.0,95.6
1237,4927,49273,泰鼎三K,5,無擔保,6.0,21.5,3.0,詢圈,凱基證券,電子零組件業,泰國台商最大印刷電路板公司,19.0,100.0,0.0,1.028,2018-05-07,2021/05/07,221.0,105.55
1238,4933,49331,友輝一,5,無擔保,10.0,136.0,5.0,詢圈,大華證券,光電業,新纖轉投資的聚光片廠,8.04,100.2,100.0,1.012,2013-01-31,2018/01/21,116.0,97.0
1239,4939,49391,亞電一,遠銀,有擔保,3.0,21.57,3.0,詢圈,統一證券,電子零組件業,台灣第二大FCCL廠商,9.82,,,1.05,2012-06-21,2015/06/11,134.0,99.7
1240,4939,49392,亞電二,遠東銀行,有擔保,3.0,18.93,3.0,詢圈,統一證券,電子零組件業,台灣第二大FCCL廠商,9.82,100.0,0.0,1.054,2014-04-25,2017/04/15,147.2,101.5
1241,4943,49431,康控一K,6,無擔保,15.0,121.1,3.0,競拍,中信證券,電子零組件業,汽車零組件及聲學元件製造商,11.6,102.07,100.0,1.02,2019-04-02,2022/04/02,180.0,97.3
1242,4944,49441,兆遠一,,,,34.55,,詢圈,兆豐證券,,,,100.0,100.0,0.0,,,148.0,90.0
1243,4956,49561,光鋐一,7,無擔保,5.0,34.52,5.0,詢圈,凱基證券,光電業,泛鴻海集團LED磊晶廠,10.0,100.0,100.0,1.2,2014-06-24,2019/06/14,100.8,93.1
1244,4967,49671,十銓一,彰化銀,有擔保,5.0,33.9,3.0,競拍,群益證券,半導體業,全球知名DRAM模組廠,7.15,112.21,0.0,1.0688,2020-02-17,2023/02/17,184.0,107.0
1245,4967,49672,十銓二,第一銀,有擔保,8.0,42.0,3.0,競拍,第一金證,半導體業,全球知名DRAM模組廠,7.15,106.47,100.0,1.1468,2020-10-07,2023/10/07,187.0,105.0
1246,4967,49673,十銓三,彰化銀行,有擔保,12.0,81.0,3.0,競拍,永豐金證,半導體業,全球知名DRAM模組廠,7.15,116.16,100.0,1.0214,2024-01-26,2027/01/26,214.0,114.0
1247,4968,49681,立積一,4,無擔保,3.0,137.2,3.0,競拍,台新證券,半導體業,台灣採用矽及砷化鎵技術的RF射頻前端IC廠,9.05,104.98,100.0,1.02,2022-07-29,2025/07/29,208.0,99.55
1248,4971,49711,英特一,6,無擔保,3.0,70.0,3.0,詢圈,中信證券,半導體業,以MBE技術製造III-V族磊晶廠,3.68,,,1.0417,2014-07-08,2017/06/29,195.0,105.0
1249,4971,49712,IET二K,6,無擔保,2.0,62.5,3.0,詢圈,永豐金證,半導體業,以MBE技術製造III-V族磊晶廠,3.68,100.0,100.0,1.085,2023-11-20,2026/11/20,302.0,104.0
1250,4974,49741,亞泰一,5,無擔保,3.5,36.0,3.0,詢圈,凱基證券,電子零組件業,全球前三大接觸式CIS影像感測器業者,7.25,,,1.0405,2012-07-23,2015/07/13,168.0,100.1
1251,4974,49742,亞泰二,5,無擔保,4.5,50.5,3.0,詢圈,凱基證券,電子零組件業,全球前三大接觸式CIS影像感測器業者,7.25,100.0,0.0,1.05,2014-04-25,2017/04/15,123.0,98.55
1252,4977,49771,眾達一K,中國信託,有擔保,4.0,90.9,3.0,詢圈,統一證券,通信網路業,光收發模組封裝及代工廠商,8.02,100.0,0.0,1.01,2017-06-28,2020/06/28,174.0,107.05
1253,4979,49791,華星光一,4,無擔保,8.0,79.0,3.0,詢圈,永豐金證,通信網路業,台灣光收發模組一貫廠,14.1,100.0,100.0,1.0277,2015-12-22,2018/12/22,112.0,98.0
1254,4979,49792,華星光二,7,無擔保,3.0,30.0,3.0,詢圈,永豐金證,通信網路業,台灣光收發模組一貫廠,14.1,100.0,100.0,1.018,2018-03-12,2021/03/12,125.0,86.0
1255,4979,49793,華星光三,6,無擔保,6.0,178.0,3.0,詢圈,富邦證券,,,,100.0,100.0,1.697,2024-12-09,2027-12-09 00:00:00,230.0,101.5
1256,4979,49794,華星光四,6,無擔保,2.0,206.0,3.0,競拍,富邦證券,,,,112.08,100.0,1.06,2024-12-25,2027-12-25 00:00:00,137.5,99.0
1257,4991,49911,環宇一K,兆豐銀行,有擔保,3.0,79.3,3.0,詢圈,兆豐證券,半導體業,全球III-V族專業晶圓代工廠,11.1,100.0,100.0,1.01,2015-05-13,2018/05/13,177.0,106.0
1258,4991,49912,環宇二K,5,無擔保,3.0,81.2,3.0,詢圈,兆豐證券,半導體業,全球III-V族專業晶圓代工廠,11.1,100.0,100.0,1.011,2015-05-14,2018/05/14,171.0,101.0
1259,4995,49951,晶達一,6,無擔保,3.2,39.8,3.0,詢圈,永豐金證,光電業,工業用高亮度面板專業廠商,4.21,100.0,100.0,1.03,2016-01-04,2019/01/04,148.6,100.25
1260,5009,50091,榮剛一,0,,,,,詢圈,,鋼鐵工業,全球前十大合金棒鋼廠,,,,,,,304.0,99.0
1261,5009,50092,榮剛二,0,,,,,詢圈,,鋼鐵工業,全球前十大合金棒鋼廠,,,,,,,139.5,90.0
1262,5009,50093,榮剛三,0,,6.0,21.1,3.0,詢圈,,鋼鐵工業,全球前十大合金棒鋼廠,,,,,2010-01-16,2013/01/16,183.0,108.0
1263,5009,50094,榮剛四,0,,8.0,27.2,3.0,詢圈,,鋼鐵工業,全球前十大合金棒鋼廠,,,,,2011-01-16,2014/01/16,142.3,99.6
